listing_id,locality,tier,bhk,area_sqft,furnishing,floor,metro_km,lat,lng,actual_rent,predicted_rent,error,pct_error,abs_pct_error,solo_locality,pricing_flag,median_rent,median_rent_per_sqft
357,Goregaon East,budget,3,1120,furnished,18.0,4.41,19.161617,72.855297,132000,108314,23686,17.9,17.9,0,Listed above model (check overpricing),75000.0,98.25
358,Goregaon East,budget,2,780,semi-furnished,19.0,4.75,19.16852,72.878099,53000,69356,-16356,-30.9,30.9,0,Listed below model (possible underpricing),75000.0,98.25
359,Goregaon East,budget,2,650,semi-furnished,16.0,3.15,19.15244,72.884405,62000,57281,4719,7.6,7.6,0,In line with model,75000.0,98.25
360,Goregaon East,budget,2,730,semi-furnished,10.0,4.85,19.164146,72.851361,75000,65040,9960,13.3,13.3,0,In line with model,75000.0,98.25
361,Malad East,budget,2,700,semi-furnished,14.0,5.79,19.178041,72.871778,75000,61928,13072,17.4,17.4,0,Listed above model (check overpricing),65000.0,92.5
362,Malad West,budget,1,400,semi-furnished,6.0,6.02,19.185042,72.840177,40000,35451,4549,11.4,11.4,0,In line with model,60000.0,94.1
363,Bandra West,premium,3,1450,semi-furnished,7.0,2.04,19.0647796814144,72.8307517857595,225000,267447,-42447,-18.9,18.9,0,Listed below model (possible underpricing),175000.0,188.2
364,Andheri West,mid,3,1200,semi-furnished,9.0,4.86,19.147222,72.833323,115000,137981,-22981,-20.0,20.0,0,Listed below model (possible underpricing),95000.0,116.75
365,Andheri West,mid,2,728,furnished,4.0,3.31,19.130742,72.836791,80000,85282,-5282,-6.6,6.6,0,In line with model,95000.0,116.75
366,Andheri West,mid,2,850,furnished,6.0,5.51,19.13877,72.814839,95000,101591,-6591,-6.9,6.9,0,In line with model,95000.0,116.75
367,Andheri West,mid,1,650,unfurnished,7.0,5.35,19.15085129,72.83012866,48000,71967,-23967,-49.9,49.9,0,Listed below model (possible underpricing),95000.0,116.75
368,Goregaon West,budget,4,1952,semi-furnished,27.0,4.61,19.152445,72.839961,225000,173170,51830,23.0,23.0,0,Listed above model (check overpricing),76000.0,98.2
369,Khar West,premium,2,700,furnished,2.0,1.63,19.0699819,72.8338084,140000,140864,-864,-0.6,0.6,0,In line with model,140000.0,200.0
370,Andheri East,budget,2,1025,furnished,15.0,0.9,19.114715,72.884097,100000,94732,5268,5.3,5.3,0,In line with model,75000.0,100.0
371,Goregaon East,budget,3,856,semi-furnished,2.0,4.93,19.17031,72.871761,60000,79503,-19503,-32.5,32.5,0,Listed below model (possible underpricing),75000.0,98.25
372,Malad East,budget,3,1500,furnished,12.0,5.72,19.177289,72.8773,110000,140566,-30566,-27.8,27.8,0,Listed below model (possible underpricing),65000.0,92.5
373,Andheri East,budget,2,950,furnished,2.0,0.95,19.11038,72.8627,80000,83974,-3974,-5.0,5.0,0,In line with model,75000.0,100.0
374,Prabhadevi,premium,4,2500,semi-furnished,1.0,0.2,19.01406,72.83082,295000,469457,-174457,-59.1,59.1,0,Listed below model (possible underpricing),272500.0,183.3
375,Bandra West,premium,2,700,semi-furnished,2.0,2.38,19.0595596,72.8295287,200001,125438,74563,37.3,37.3,0,Listed above model (check overpricing),175000.0,188.2
376,Chembur,mid,5,800,semi-furnished,12.0,1.05,19.0636013492064,72.8929881744963,90000,98996,-8996,-10.0,10.0,0,In line with model,85000.0,104.2
377,Juhu,premium,2,700,semi-furnished,1.0,2.87,19.1048146,72.8267098,110001,127936,-17935,-16.3,16.3,0,Listed below model (possible underpricing),212500.0,190.5
378,Andheri West,mid,2,780,furnished,5.0,3.82,19.12868833,72.82691,75000,93725,-18725,-25.0,25.0,0,Listed below model (possible underpricing),95000.0,116.75
379,Malad East,budget,2,780,furnished,15.0,4.87,19.19089,72.861307,75000,70452,4548,6.1,6.1,0,In line with model,65000.0,92.5
380,Andheri West,mid,2,728,semi-furnished,8.0,3.42,19.128627089884,72.8322400501573,85000,82848,2152,2.5,2.5,0,In line with model,95000.0,116.75
381,Goregaon West,budget,2,670,semi-furnished,10.0,3.75,19.150754,72.849549,62000,59852,2148,3.5,3.5,0,In line with model,76000.0,98.2
382,Jogeshwari West,budget,2,1100,unfurnished,17.0,4.53,19.142052,72.834135,85000,99454,-14454,-17.0,17.0,0,Listed below model (possible underpricing),85000.0,100.0
383,Malad East,budget,2,900,unfurnished,12.0,5.66,19.183713,72.864089,55000,80789,-25789,-46.9,46.9,0,Listed below model (possible underpricing),65000.0,92.5
384,Chandivali,budget,2,1250,unfurnished,2.0,2.22,19.121091,72.894934,82000,108796,-26796,-32.7,32.7,0,Listed below model (possible underpricing),82000.0,94.4
385,Andheri West,mid,2,760,semi-furnished,1.0,2.51,19.1268140542416,72.8453620973147,65000,82480,-17480,-26.9,26.9,0,Listed below model (possible underpricing),95000.0,116.75
386,Goregaon East,budget,2,822,semi-furnished,15.0,3.04,19.146015,72.854033,87000,71270,15730,18.1,18.1,0,Listed above model (check overpricing),75000.0,98.25
387,Marol,mid,2,800,semi-furnished,10.0,1.1,19.1173012,72.8840395,82000,82345,-345,-0.4,0.4,0,In line with model,82000.0,101.7
388,Andheri East,budget,2,700,furnished,1.0,1.3,19.11654,72.88753,65000,63659,1341,2.1,2.1,0,In line with model,75000.0,100.0
389,Malad East,budget,1,422,semi-furnished,15.0,4.84,19.191098,72.862479,47000,36754,10246,21.8,21.8,0,Listed above model (check overpricing),65000.0,92.5
390,Andheri East,budget,1,550,furnished,10.0,0.9,19.114715,72.884097,68000,48492,19508,28.7,28.7,0,Listed above model (check overpricing),75000.0,100.0
391,Andheri East,budget,1,500,furnished,7.0,1.27,19.121292,72.884916,50000,46873,3127,6.3,6.3,0,In line with model,75000.0,100.0
392,Chembur,mid,3,1100,semi-furnished,3.0,0.62,19.05718,72.90281,110000,119757,-9757,-8.9,8.9,0,In line with model,85000.0,104.2
393,Goregaon West,budget,5,1500,unfurnished,15.0,4.58,19.152858,72.840617,170000,144877,25123,14.8,14.8,0,In line with model,76000.0,98.2
394,Bandra West,premium,1,200,furnished,9.0,2.38,19.0595596,72.8295287,32000,52594,-20594,-64.4,64.4,0,Listed below model (possible underpricing),175000.0,188.2
395,Andheri West,mid,2,725,furnished,11.0,3.14,19.12451228,72.8316356,75000,89099,-14099,-18.8,18.8,0,Listed below model (possible underpricing),95000.0,116.75
396,Andheri East,budget,1,500,semi-furnished,10.0,0.92,19.11985,72.881961,45000,42833,2167,4.8,4.8,0,In line with model,75000.0,100.0
397,Santacruz West,premium,1,500,furnished,6.0,1.09,19.0840704,72.8380186,65000,93791,-28791,-44.3,44.3,0,Listed below model (possible underpricing),177500.0,159.5
398,Andheri West,mid,3,2100,furnished,63.0,4.07,19.13767,72.834864,300000,241543,58457,19.5,19.5,0,Listed above model (check overpricing),95000.0,116.75
399,Andheri West,mid,2,750,furnished,2.0,4.15,19.1372301,72.8326694,80000,90437,-10437,-13.0,13.0,0,In line with model,95000.0,116.75
400,Andheri West,mid,2,700,semi-furnished,6.0,5.17,19.144588,72.826855,75000,78056,-3056,-4.1,4.1,0,In line with model,95000.0,116.75
401,Andheri West,mid,2,666,unfurnished,6.0,4.36,19.13672746,72.82845687,301000,73134,227866,75.7,75.7,0,Listed above model (check overpricing),95000.0,116.75
402,Andheri East,budget,1,500,furnished,11.0,1.19,19.116034,72.886572,58000,44542,13458,23.2,23.2,0,Listed above model (check overpricing),75000.0,100.0
403,Chembur,mid,3,900,semi-furnished,5.0,0.96,19.06035,72.902128,130000,97962,32038,24.6,24.6,0,Listed above model (check overpricing),85000.0,104.2
404,Sakinaka,mid,2,800,furnished,7.0,1.27,19.099471,72.886125,70000,89854,-19854,-28.4,28.4,0,Listed below model (possible underpricing),65000.0,108.2
405,Powai,mid,2,1100,furnished,9.0,2.24,19.1230950180622,72.8948255932208,85000,124096,-39096,-46.0,46.0,0,Listed below model (possible underpricing),85000.0,104.0
406,Andheri East,budget,2,800,semi-furnished,8.0,1.35,19.122404,72.885968,77000,70475,6525,8.5,8.5,0,In line with model,75000.0,100.0
407,Andheri West,mid,1,498,semi-furnished,8.0,4.52,19.146006,72.836274,55000,56161,-1161,-2.1,2.1,0,In line with model,95000.0,116.75
408,Goregaon East,budget,2,780,furnished,10.0,4.37,19.161838,72.856647,80000,73827,6173,7.7,7.7,0,In line with model,75000.0,98.25
409,Andheri West,mid,2,600,semi-furnished,17.0,2.89,19.128,72.8397,65000,68535,-3535,-5.4,5.4,0,In line with model,95000.0,116.75
410,Bandra West,premium,3,1200,semi-furnished,9.0,1.52,19.06332,72.836671,200000,223181,-23181,-11.6,11.6,0,In line with model,175000.0,188.2
411,Powai,mid,1,500,semi-furnished,4.0,1.79,19.115138,72.894143,55000,50936,4064,7.4,7.4,0,In line with model,85000.0,104.0
412,Goregaon East,budget,3,1515,semi-furnished,49.0,4.98,19.169827,72.86377,225000,131878,93122,41.4,41.4,0,Listed above model (check overpricing),75000.0,98.25
413,Santacruz West,premium,8,6000,furnished,6.0,1.23,19.0820422275199,72.8358087213213,800000,1244017,-444017,-55.5,55.5,0,Listed below model (possible underpricing),177500.0,159.5
414,Kemps Corner,mid,1,650,furnished,5.0,0.73,18.962913,72.811089,90000,69728,20272,22.5,22.5,1,Listed above model (check overpricing),90000.0,138.5
415,Malad East,budget,2,788,furnished,15.0,5.79,19.178041,72.871778,75000,73509,1491,2.0,2.0,0,In line with model,65000.0,92.5
416,Tardeo,premium,2,580,unfurnished,20.0,0.68,18.9644,72.8117,90000,92100,-2100,-2.3,2.3,0,In line with model,90000.0,155.2
417,Powai,mid,5,900,furnished,3.0,3.35,19.116918,72.909181,75000,117098,-42098,-56.1,56.1,0,Listed below model (possible underpricing),85000.0,104.0
418,Goregaon East,budget,1,425,furnished,12.0,4.88,19.169326,72.880853,42000,41075,925,2.2,2.2,0,In line with model,75000.0,98.25
419,Juhu,premium,3,1300,semi-furnished,9.0,2.77,19.1169,72.8304,300000,237127,62873,21.0,21.0,0,Listed above model (check overpricing),212500.0,190.5
420,Malad West,budget,1,440,unfurnished,38.0,6.08,19.185516,72.837611,48000,37776,10224,21.3,21.3,0,Listed above model (check overpricing),60000.0,94.1
421,Goregaon East,budget,1,454,semi-furnished,16.0,5.53,19.173157,72.856901,47000,39490,7510,16.0,16.0,0,Listed above model (check overpricing),75000.0,98.25
422,Malad West,budget,2,700,unfurnished,25.0,5.56,19.191779,72.835777,86000,61064,24936,29.0,29.0,0,Listed above model (check overpricing),60000.0,94.1
423,Goregaon East,budget,1,480,furnished,2.0,5.82,19.177784,72.865787,48000,45428,2572,5.4,5.4,0,In line with model,75000.0,98.25
424,Kanjurmarg West,budget,3,1129,semi-furnished,1.0,6.24,19.136516,72.932046,101000,99127,1873,1.9,1.9,0,In line with model,97000.0,90.3
425,Ghatkopar West,mid,3,1070,semi-furnished,20.0,4.49,19.098048,72.919816,128000,120779,7221,5.6,5.6,0,In line with model,119000.0,116.75
426,Vikhroli West,budget,2,800,furnished,12.0,3.99,19.106295,72.916475,75000,77003,-2003,-2.7,2.7,0,In line with model,65000.0,93.8
427,Bandra West,premium,4,1703,unfurnished,13.0,2.37,19.05950333,72.82967167,600000,319867,280133,46.7,46.7,0,Listed above model (check overpricing),175000.0,188.2
428,Goregaon East,budget,1,350,semi-furnished,4.0,5.11,19.17139043,72.86600181,25000,31603,-6603,-26.4,26.4,0,Listed below model (possible underpricing),75000.0,98.25
429,Kanjurmarg West,budget,3,1129,semi-furnished,2.0,6.24,19.136516,72.932046,102000,98689,3311,3.2,3.2,0,In line with model,97000.0,90.3
430,Bangur Nagar,budget,3,1057,semi-furnished,12.0,5.9,19.163807,72.834294,100000,94132,5868,5.9,5.9,0,In line with model,100000.0,94.6
431,Malad East,budget,1,487,semi-furnished,9.0,5.73,19.177501,72.876135,56000,53188,2812,5.0,5.0,0,In line with model,65000.0,92.5
432,Malad East,budget,1,400,semi-furnished,19.0,5.65,19.176546,72.868475,28000,35361,-7361,-26.3,26.3,0,Listed below model (possible underpricing),65000.0,92.5
433,Chembur,mid,2,700,unfurnished,7.0,0.14,19.054718,72.893964,70000,79027,-9027,-12.9,12.9,0,In line with model,85000.0,104.2
434,Powai,mid,2,814,semi-furnished,13.0,4.34,19.118357,72.91856,85000,87904,-2904,-3.4,3.4,0,In line with model,85000.0,104.0
435,Chandivali,budget,3,1000,semi-furnished,6.0,2.36,19.106476,72.900911,128000,88512,39488,30.8,30.8,0,Listed above model (check overpricing),82000.0,94.4
436,Chandivali,budget,2,900,semi-furnished,1.0,2.22,19.121091,72.894934,82000,78164,3836,4.7,4.7,0,In line with model,82000.0,94.4
437,Sakinaka,mid,2,1200,unfurnished,2.0,1.27,19.098482,72.885828,65000,131356,-66356,-102.1,102.1,0,Listed below model (possible underpricing),65000.0,108.2
438,Bandra Kurla Complex,premium,4,3200,semi-furnished,5.0,1.77,19.06725,72.869997,710000,467059,242941,34.2,34.2,1,Listed above model (check overpricing),710000.0,221.9
439,Bhandup East,budget,1,600,semi-furnished,2.0,4.65,19.1469969,72.9486952,24000,44208,-20208,-84.2,84.2,0,Listed below model (possible underpricing),25000.0,41.5
440,Chembur,mid,2,750,semi-furnished,5.0,0.79,19.053163,72.91212,65000,79767,-14767,-22.7,22.7,0,Listed below model (possible underpricing),85000.0,104.2
441,Andheri East,budget,2,721,furnished,4.0,1.13,19.122926,72.884015,80000,68368,11632,14.5,14.5,0,In line with model,75000.0,100.0
442,Goregaon West,budget,2,560,furnished,3.0,3.31,19.1329584,72.8411737,65000,53173,11827,18.2,18.2,0,Listed above model (check overpricing),76000.0,98.2
443,Jacob Circle,premium,5,750,furnished,12.0,0.77,18.982206,72.832177,115000,130075,-15075,-13.1,13.1,1,In line with model,115000.0,153.3
444,Bandra West,premium,3,2000,semi-furnished,21.0,1.76,19.053485,72.834834,340000,358924,-18924,-5.6,5.6,0,In line with model,175000.0,188.2
445,Goregaon East,budget,1,550,furnished,9.0,2.83,,,55000,64790,-9790,-17.8,17.8,0,Listed below model (possible underpricing),75000.0,98.25
446,Natwar Nagar,mid,1,550,unfurnished,20.0,1.89,19.0865579894721,72.8810664643325,70000,59391,10609,15.2,15.2,1,Listed above model (check overpricing),70000.0,127.3
447,Chembur,mid,3,1100,semi-furnished,3.0,0.37,19.049874,72.909876,130000,118567,11433,8.8,8.8,0,In line with model,85000.0,104.2
448,Vikhroli West,budget,2,850,furnished,8.0,3.99,19.106295,72.916475,72000,81381,-9381,-13.0,13.0,0,In line with model,65000.0,93.8
449,Powai,mid,3,1400,furnished,10.0,2.57,19.114684,72.902158,145000,164649,-19649,-13.6,13.6,0,In line with model,85000.0,104.0
450,Powai,mid,2,650,semi-furnished,7.0,4.92,19.126154,72.921526,58000,71917,-13917,-24.0,24.0,0,Listed below model (possible underpricing),85000.0,104.0
451,Borivali East,budget,2,600,unfurnished,5.0,0.59,19.2297814,72.86085589999999,45000,51512,-6512,-14.5,14.5,0,In line with model,55000.0,77.15
452,Prabhadevi,premium,3,1500,semi-furnished,14.0,0.49,19.011492,72.830383,375000,246802,128198,34.2,34.2,0,Listed above model (check overpricing),272500.0,183.3
453,Bangur Nagar,budget,3,1072,semi-furnished,10.0,5.9,19.163807,72.834294,100000,97630,2370,2.4,2.4,0,In line with model,100000.0,94.6
454,Powai,mid,1,650,semi-furnished,2.0,1.84,19.117121,72.893559,58000,68413,-10413,-18.0,18.0,0,Listed below model (possible underpricing),85000.0,104.0
455,Goregaon East,budget,1,400,unfurnished,6.0,5.59,19.176231,72.871196,27000,35783,-8783,-32.5,32.5,0,Listed below model (possible underpricing),75000.0,98.25
456,Andheri West,mid,2,690,semi-furnished,10.0,2.89,19.128,72.8397,85000,78604,6396,7.5,7.5,0,In line with model,95000.0,116.75
457,Goregaon East,budget,2,750,semi-furnished,14.0,5.04,19.167253,72.853964,82000,65785,16215,19.8,19.8,0,Listed above model (check overpricing),75000.0,98.25
458,Chembur,mid,2,680,semi-furnished,7.0,0.31,19.053083,72.895587,65000,72693,-7693,-11.8,11.8,0,In line with model,85000.0,104.2
459,Chembur,mid,1,430,furnished,10.0,2.02,19.0328096,72.8963568,67000,48347,18653,27.8,27.8,0,Listed above model (check overpricing),85000.0,104.2
460,Chembur,mid,1,470,unfurnished,1.0,0.06,19.0544711417848,72.892334443609,55000,49543,5457,9.9,9.9,0,In line with model,85000.0,104.2
461,Chembur,mid,1,530,semi-furnished,10.0,0.79,19.053163,72.91212,52000,55706,-3706,-7.1,7.1,0,In line with model,85000.0,104.2
462,Chembur,mid,3,1100,furnished,12.0,0.38,19.051299,72.906677,145000,124632,20368,14.0,14.0,0,In line with model,85000.0,104.2
463,Vikhroli East,premium,3,1350,semi-furnished,7.0,5.28,19.102628,72.928448,180000,230691,-50691,-28.2,28.2,0,Listed below model (possible underpricing),180000.0,166.7
464,Andheri East,budget,1,600,semi-furnished,6.0,0.41,19.110691,72.881714,54000,49071,4929,9.1,9.1,0,In line with model,75000.0,100.0
465,Chembur,mid,3,1000,unfurnished,9.0,1.73,19.0696829,72.8919715,90000,114411,-24411,-27.1,27.1,0,Listed below model (possible underpricing),85000.0,104.2
466,Bandra West,premium,1,200,semi-furnished,1.0,2.38,19.0595596,72.8295287,50000,38651,11349,22.7,22.7,0,Listed above model (check overpricing),175000.0,188.2
467,Powai,mid,2,900,semi-furnished,7.0,2.06,19.120197,72.893831,68000,95907,-27907,-41.0,41.0,0,Listed below model (possible underpricing),85000.0,104.0
468,Deonar,mid,2,750,furnished,10.0,1.05,19.047958,72.916976,95000,105976,-10976,-11.6,11.6,0,In line with model,95000.0,136.4
469,Santacruz East,budget,2,1100,semi-furnished,5.0,0.74,19.0804527378622,72.8540158556832,85000,90659,-5659,-6.7,6.7,0,In line with model,74000.0,89.65
470,Malad East,budget,3,1150,semi-furnished,3.0,5.67,19.183693,72.861179,115000,103154,11846,10.3,10.3,0,In line with model,65000.0,92.5
471,Powai,mid,2,677,semi-furnished,10.0,3.71,19.118103,72.912369,97000,72784,24216,25.0,25.0,0,Listed above model (check overpricing),85000.0,104.0
472,Chembur,mid,2,700,semi-furnished,3.0,1.3,19.051756,72.918625,85000,75724,9276,10.9,10.9,0,In line with model,85000.0,104.2
473,Borivali West,budget,2,640,semi-furnished,13.0,2.19,19.2325,72.8424,58000,54391,3609,6.2,6.2,0,In line with model,40000.0,88.9
474,Chembur,mid,5,1000,unfurnished,13.0,1.1,19.064053,72.892619,100000,122745,-22745,-22.7,22.7,0,Listed below model (possible underpricing),85000.0,104.2
475,Andheri West,mid,2,750,furnished,6.0,2.3,19.121328,72.839541,75000,87979,-12979,-17.3,17.3,0,Listed below model (possible underpricing),95000.0,116.75
476,Vikhroli East,premium,3,1100,semi-furnished,9.0,4.69,19.093269,72.920159,180000,194995,-14995,-8.3,8.3,0,In line with model,180000.0,166.7
477,Malad East,budget,3,1088,furnished,10.0,5.72,19.177289,72.8773,105000,100951,4049,3.9,3.9,0,In line with model,65000.0,92.5
478,Powai,mid,2,900,semi-furnished,16.0,1.84,19.117121,72.893559,84000,95088,-11088,-13.2,13.2,0,In line with model,85000.0,104.0
479,Chembur,mid,2,750,unfurnished,4.0,0.18,19.051821,72.900098,75000,82227,-7227,-9.6,9.6,0,In line with model,85000.0,104.2
480,Chandivali,budget,2,900,semi-furnished,1.0,2.22,19.121091,72.894934,85000,78843,6157,7.2,7.2,0,In line with model,82000.0,94.4
481,Malad East,budget,1,400,furnished,4.0,5.79,19.177058,72.862804,45000,37055,7945,17.7,17.7,0,Listed above model (check overpricing),65000.0,92.5
482,Vikhroli West,budget,2,630,furnished,14.0,4.11,19.105689,72.917573,75000,60045,14955,19.9,19.9,0,Listed above model (check overpricing),65000.0,93.8
483,Goregaon West,budget,2,700,unfurnished,6.0,6.34,19.173312,72.840079,57000,65566,-8566,-15.0,15.0,0,Listed below model (possible underpricing),76000.0,98.2
484,Goregaon West,budget,2,650,unfurnished,6.0,5.89,19.1661439211859,72.837214454462,52000,61077,-9077,-17.5,17.5,0,Listed below model (possible underpricing),76000.0,98.2
485,Santacruz East,budget,3,1400,furnished,8.0,1.27,19.075992,72.859663,125000,122380,2620,2.1,2.1,0,In line with model,74000.0,89.65
486,Malad West,budget,2,1000,furnished,9.0,2.83,,,185000,116778,68222,36.9,36.9,0,Listed above model (check overpricing),60000.0,94.1
487,Vikhroli West,budget,2,800,furnished,14.0,3.99,19.106295,72.916475,68000,75693,-7693,-11.3,11.3,0,In line with model,65000.0,93.8
488,Wadala,mid,3,965,semi-furnished,15.0,2.83,19.022674,72.867548,165000,115742,49258,29.9,29.9,0,Listed above model (check overpricing),160000.0,131.15
489,Bhandup West,budget,3,1000,semi-furnished,9.0,5.99,19.140375,72.933196,72000,85151,-13151,-18.3,18.3,0,Listed below model (possible underpricing),46500.0,65.5
490,Santacruz East,budget,2,1000,furnished,7.0,1.15,19.077303,72.857848,71000,85504,-14504,-20.4,20.4,0,Listed below model (possible underpricing),74000.0,89.65
491,Chembur,mid,2,660,semi-furnished,8.0,0.94,19.062211,72.895359,80000,72238,7762,9.7,9.7,0,In line with model,85000.0,104.2
492,Ghatkopar West,mid,4,2200,semi-furnished,13.0,4.51,19.097797,72.920018,275000,251658,23342,8.5,8.5,0,In line with model,119000.0,116.75
493,Chembur,mid,2,790,furnished,12.0,1.01,19.063173,72.891839,90000,87994,2006,2.2,2.2,0,In line with model,85000.0,104.2
494,Khar West,premium,1,500,semi-furnished,3.0,1.63,19.0699819,72.8338084,80000,90025,-10025,-12.5,12.5,0,In line with model,140000.0,200.0
495,Andheri East,budget,2,550,furnished,5.0,0.51,19.113026,72.877824,95000,53582,41418,43.6,43.6,0,Listed above model (check overpricing),75000.0,100.0
496,Jogeshwari East,budget,2,750,furnished,6.0,2.37,19.129455,72.851441,65000,72606,-7606,-11.7,11.7,0,In line with model,65000.0,100.0
497,Malad West,budget,2,650,semi-furnished,5.0,6.01,19.18945,72.83171833,57000,57964,-964,-1.7,1.7,0,In line with model,60000.0,94.1
498,Worli,premium,2,750,unfurnished,15.0,0.75,19.014238,72.823164,80000,165937,-85937,-107.4,107.4,0,Listed below model (possible underpricing),290250.0,251.8
499,Goregaon West,budget,3,1200,semi-furnished,7.0,5.3,19.160497,72.838856,90000,107807,-17807,-19.8,19.8,0,Listed below model (possible underpricing),76000.0,98.2
500,Malad East,budget,1,400,furnished,5.0,5.62,19.175192,72.861546,48000,38362,9638,20.1,20.1,0,Listed above model (check overpricing),65000.0,92.5
501,Powai,mid,3,1550,furnished,20.0,3.66,19.114579,72.912815,200000,177122,22878,11.4,11.4,0,In line with model,85000.0,104.0
502,Goregaon East,budget,2,800,semi-furnished,13.0,5.1,19.1717335632515,72.8701690398811,100000,70875,29125,29.1,29.1,0,Listed above model (check overpricing),75000.0,98.25
503,Goregaon East,budget,3,1367,furnished,5.0,5.44,19.1726023,72.85794589999999,295000,126253,168747,57.2,57.2,0,Listed above model (check overpricing),75000.0,98.25
504,Malad West,budget,1,340,furnished,2.0,6.77,19.17834023,72.83849043,32000,32333,-333,-1.0,1.0,0,In line with model,60000.0,94.1
505,Powai,mid,1,400,furnished,17.0,3.74,19.116994,72.913059,80000,45759,34241,42.8,42.8,0,Listed above model (check overpricing),85000.0,104.0
506,Andheri East,budget,1,600,furnished,22.0,0.89,19.11463,72.884094,75000,52746,22254,29.7,29.7,0,Listed above model (check overpricing),75000.0,100.0
507,Andheri East,budget,3,1000,furnished,5.0,1.33,19.11747,72.851,100000,97114,2886,2.9,2.9,0,In line with model,75000.0,100.0
508,Versova,premium,1,550,furnished,17.0,5.73,19.135968,72.809729,65000,95105,-30105,-46.3,46.3,0,Listed below model (possible underpricing),99000.0,145.5
509,Jogeshwari East,budget,2,750,semi-furnished,10.0,1.8,19.137776,72.861949,75000,66275,8725,11.6,11.6,0,In line with model,65000.0,100.0
510,Goregaon East,budget,2,975,semi-furnished,19.0,5.91,19.179149,72.872283,69000,85242,-16242,-23.5,23.5,0,Listed below model (possible underpricing),75000.0,98.25
511,Chembur,mid,2,1222,semi-furnished,14.0,0.73,19.057756,72.904474,71000,125699,-54699,-77.0,77.0,0,Listed below model (possible underpricing),85000.0,104.2
512,Kanjurmarg East,budget,3,950,semi-furnished,6.0,6.15,19.13,72.93248,70000,87404,-17404,-24.9,24.9,0,Listed below model (possible underpricing),73000.0,92.3
513,Goregaon East,budget,2,1050,furnished,17.0,5.59,19.176231,72.871196,55000,99988,-44988,-81.8,81.8,0,Listed below model (possible underpricing),75000.0,98.25
514,Juhu,premium,3,1950,furnished,9.0,2.77,19.1169,72.8304,250000,372609,-122609,-49.0,49.0,0,Listed below model (possible underpricing),212500.0,190.5
515,Andheri West,mid,2,936,furnished,7.0,5.27,19.1512251309964,72.8312624245793,75000,114174,-39174,-52.2,52.2,0,Listed below model (possible underpricing),95000.0,116.75
516,Powai,mid,2,700,semi-furnished,5.0,1.82,19.1163302372328,72.8937535899656,70000,73833,-3833,-5.5,5.5,0,In line with model,85000.0,104.0
517,Borivali East,budget,2,650,semi-furnished,22.0,1.72,19.22016,72.86909,40000,54034,-14034,-35.1,35.1,0,Listed below model (possible underpricing),55000.0,77.15
518,Borivali West,budget,2,580,semi-furnished,7.0,2.34,19.230828,72.841169,54000,49696,4304,8.0,8.0,0,In line with model,40000.0,88.9
519,Andheri West,mid,4,2100,furnished,12.0,5.73,19.1493188102435,72.8248460076322,300000,252868,47132,15.7,15.7,0,Listed above model (check overpricing),95000.0,116.75
520,Chembur,mid,3,1200,semi-furnished,10.0,1.08,19.053359,72.91547,110000,129580,-19580,-17.8,17.8,0,Listed below model (possible underpricing),85000.0,104.2
521,Cumbala Hill,premium,1,500,furnished,3.0,1.23,18.96764676,72.80732996,90000,71228,18772,20.9,20.9,1,Listed above model (check overpricing),90000.0,180.0
522,Chembur,mid,2,771,semi-furnished,9.0,1.25,19.0509,72.91849,95000,81625,13375,14.1,14.1,0,In line with model,85000.0,104.2
523,Ghatkopar West,mid,4,1502,semi-furnished,8.0,4.25,19.0973596616911,72.9173035525092,398000,171613,226387,56.9,56.9,0,Listed above model (check overpricing),119000.0,116.75
524,Andheri West,mid,3,1550,unfurnished,6.0,5.55,19.145107,72.821382,160000,175434,-15434,-9.6,9.6,0,In line with model,95000.0,116.75
525,Malad East,budget,5,740,semi-furnished,16.0,5.16,19.1885009,72.8578352,80000,74993,5007,6.3,6.3,0,In line with model,65000.0,92.5
526,Powai,mid,2,1000,furnished,16.0,3.38,19.118953,72.908827,160000,113672,46328,29.0,29.0,0,Listed above model (check overpricing),85000.0,104.0
527,Santacruz West,premium,1,500,furnished,2.0,1.09,19.0840704,72.8380186,55000,93759,-38759,-70.5,70.5,0,Listed below model (possible underpricing),177500.0,159.5
528,Sakinaka,mid,1,500,furnished,6.0,0.91,19.100651,72.88291,58000,57131,869,1.5,1.5,0,In line with model,65000.0,108.2
529,Malad East,budget,1,430,furnished,3.0,5.11,19.1888856,72.8580304,38000,40923,-2923,-7.7,7.7,0,In line with model,65000.0,92.5
530,Juhu,premium,2,650,furnished,14.0,2.22,19.10797333,72.83296833,85000,128305,-43305,-50.9,50.9,0,Listed below model (possible underpricing),212500.0,190.5
531,Bandra West,premium,3,1200,semi-furnished,5.0,2.32,19.06547984,72.82779022,275000,214913,60087,21.8,21.8,0,Listed above model (check overpricing),175000.0,188.2
532,Malad East,budget,2,680,semi-furnished,11.0,5.68,19.175913,72.862411,62000,59874,2126,3.4,3.4,0,In line with model,65000.0,92.5
533,Oshiwara,mid,2,670,furnished,28.0,4.83,19.145734,72.832757,125000,86324,38676,30.9,30.9,0,Listed above model (check overpricing),120000.0,141.8
534,Kurla East,mid,1,401,semi-furnished,2.0,1.61,19.061238,72.879505,60000,40390,19610,32.7,32.7,0,Listed above model (check overpricing),60000.0,120.95
